userName,score,at,content
Calvin Alexsando,1,2022-09-04 22:52:13,Applikasi kureng baik.
Night Hood,5,2022-09-04 21:43:57,Percuma lu pada kasi bintang 1. Ga bakal berubah regulasi. hahah
Rivan,1,2022-09-04 21:38:25,"Sampah anjir, bener2 ampas. Terus aja BBM naik."
f heru,1,2022-09-04 21:13:23,buat apa daftar...tapi ternyata harga bbm sama aja!!! tricky banget nih biar banyak yg download!!
Timothy Jonathan,2,2022-09-04 20:56:35,Mau ketik berapa cc mobil tidak bisa
Kevin Wijaya,1,2022-09-04 20:43:05,Error mulu daftar subsidi cb perbaiki dlu tiap diinput cc mesin gbs diinput
Antronaut,1,2022-09-04 20:21:01,very bad
Aufaa Nimatin,1,2022-09-04 20:15:41,"Ngerepotin aja, bye!"
rinale 1010,1,2022-09-04 20:09:21,Debitnya gbsa pakai BCA..
oktandi permana,1,2022-09-04 19:43:05,"selalu error saat melalukan pendaftaran, kolom silinder tidak bisa di isi, saat akan upload foto aplikasi kembali ke layar awal"
Bintang Shandy,1,2022-09-04 19:31:12,useless
S K,1,2022-09-04 19:20:46,SESSAJAKI SUNDAL
Windy Wijaya Kusuma,1,2022-09-04 19:04:46,Tidak bisa isi form bagian silinder. Kalo mau bikin aplikasi yang bener dulu dek
Ihsan Nurul Ilman,1,2022-09-04 18:58:13,"aplikasi suram. udah cape cape ngisi data pendaftaran, pas mau isi cilinder malah ga bisa ..."
Jefry Jhonnasis,1,2022-09-04 18:46:00,Bug
AHMAD ROKHIM,1,2022-09-04 18:31:51,"Useless app, register for get the oil of subsidi but no work. Wasting time."
Zul Azmi Harris,1,2022-09-04 18:30:46,Ribet
Fajar Akbar Pradana,1,2022-09-04 18:29:31,Setelah update aplikasi tidak bisa mengisi kolom Volume / CC kendaraan. Tolong diperbaiki. Sudah coba lewat HP yang lain hasilnya juga sama.
Nurwana AI,1,2022-09-04 18:18:19,Lahir bersama kegelisahan rakyat kecil
Chad Thundercock,1,2022-09-04 18:17:01,Qontol
Seky Piggy,1,2022-09-04 17:53:52,Ga bs isi data
Rafli Ardi,1,2022-09-04 17:27:09,Mo Error pas daftar gabisa
Benedictus Rispratama,1,2022-09-04 17:19:48,"Aplikasi penyusah rakyat, ga bisa upload foto, ga bisa take picture, crash mulu, ini developer mana sih yg buat, pasti dibayarnya super mahal buat bikin ni aplikasi tapi hasilnya kayak sampah macem bgini.."
allan tika,2,2022-09-04 17:14:52,Mau daftar aja susahnya minta ampun.. Cuma mau ngisi data di klik selanjutnya laman ga muncul² Kl mmg belum siap sama apl mending di perbaiki dl. Kalau bgini kasihan konsumen nya mau dipakai beli tapi daftar ga bisa2.
Hilman Permady,1,2022-09-04 17:12:23,tidak bisa input CC kendaraan
Firman Asdiansyah,1,2022-09-04 16:33:04,Sangat sederhana ya aplikasinya Saya tidak bisa input NIK saat hendak mendaftar subsidi bbm
DIDIT HERDIATNA,1,2022-09-04 16:28:54,No opinion
Eka Jatnika,3,2022-09-04 15:34:55,Gak lancar aplikasinya
thoriq ziad,1,2022-09-04 15:02:31,"Naekin BBM disaat ekonomi lagi turun, premium dihilangkan, dulu zaman SBY premium naik dikit bikin drama nangis2 Dan ngancam nurunin 15k massa, skrg pas berkuasa malah gak peduli sama masyarakat."
Syarif Syafudin,1,2022-09-04 15:01:28,"Izinkan saya pake gopay dong, jangan mentang2 plat merah hanya bisa topup ewallet plat merah juga."
Dodik Briantino,1,2022-09-04 14:18:23,Usahnya rakyat kecil hy bs ngikuti aturan
Achmad Rizky Ardiansyah,1,2022-09-04 13:52:18,Kocak
ERICSSON SENDUK,1,2022-09-04 13:39:54,APLIKASI MENYUSAHKAN RAKYAT INDONESIA PENUH KORUPTOR
Zaidi st,1,2022-09-04 13:30:50,Kenapa ya
Majid Wildanun,1,2022-09-04 13:29:21,Apakah aplikasi ini bisa diandalkan ?
Cesar Andriansyah,1,2022-09-04 13:23:14,Just don't
Oktavianus daud,1,2022-09-04 12:54:32,Bad
G.W Gandi,1,2022-09-04 12:52:20,"Pas daftar tulisannya sudah terdaftar nomer hp nya Giliiran masukkan pin yo ndak tau kok tanya saya,lha siapa yg daftarin saya Akhirnya saya klik lupa password,sudah dpt confirm sms dan sdh saya set pin nya Lhadalah pas mau masuk,sdh input nomer hp dan pin,malah gak bisa dipencet tombol masuknya Ini gimana ya maunya aplikatornya (Edit:sudah 2 bulan dr pertama review tdk ada follow up,masih tetap) Emang aplikasi sampah ini mah"
Muhammad Iqbal Harapan Muslim Siregar,1,2022-09-04 12:27:05,"Gk jelas,di verifikasi nth kapan, telpon customer service sibuk trus sampe pulsa jebol,video call petugas sibuk terus, di chat jg trus jawab otomatis, tolong dipertimbangkan masukan dan saran dari para konsumen🙏"
aryono d prabowo,1,2022-09-04 12:24:16,Ribetttt
Yonathan Addo,1,2022-09-04 12:14:02,OTP TIDAK MUNCUL
Dragon G,1,2022-09-04 12:12:10,"Bentar lagi juga bakal ilang ni aplikasi. Liat aja nanti, kesel gw pakai apk kagak jelas.. mubazir.. semua berawal dari kardus d gembok"
aji setiawan,1,2022-09-04 11:58:46,Not working
wirizkho aveiro,1,2022-09-04 11:56:58,Ga guna. Katanya utk bedain kendaraan subsidi dan tidak. Tp harga tetep naik. Bcd.
Jeremiah Djohari,1,2022-09-04 11:50:25,Useless app
Fajar Wijitrisnanto,1,2022-09-04 11:45:04,Proses isi formulir/registrasi subsidi pertalite untuk kendaraan kecil tidak bisa ditinggal/ganti aplikasi. Jika ganti aplikasi untuk ambil foto/dokumen maka proses berulang kembali dari awal. Sangat tidak efisien
Nurna Ningsih,1,2022-09-04 11:34:06,Bth perbaikan dimana2
Dicky Dadri,2,2022-09-04 11:19:44,"Why i can't open the app? I have use this for 2 month without problem, but why today (03/09/22) i can't open the app?"
abie tiles,1,2022-09-04 10:39:28,Mana yg dulu DEMO bbm naik rakyat sengsara
Irwan Noor Ikhsan,1,2022-09-04 10:39:22,"Aplikasi tidak berguna. Saya sudah registrasi tapi tetap tidak bisa login, coba mengulang registrasi, lucunya data sudah terdaftar, tapi tetap tidak bisa login. call center tidak bisa dihubungi. Semua sibuk. Menyusahkan."
yuanto nugroho,1,2022-09-04 10:25:41,Busuk
andy wicahyo Bawono,1,2022-09-04 10:25:27,Upaya prmbodohan terhadap bamgsa sendiri Pertamina jauh lebih kejam nenek sihir
boy skate,1,2022-09-04 10:01:47,"Harus nya yg naik itu pertamax turbo ,ini malah pertamax turbo di turunin .pertalite dinaikin ,tolol nya murni pemberian tuhan ."
Ari Rizqi,1,2022-09-04 09:34:25,"Aplikasi sampah, susah sekali untuk registrasi, selalu crash, tapi paksa konsumen harus pakai aplikasi ini untuk beli bahan bakar yg jadi kebutuhan penting, tidak masuk akal"
Billy Rubianto,1,2022-09-04 09:16:41,"Tidak bisa registrasi, barcode tidak muncul2 dan tidak ada arahan yang jelas. Terlalu berbelit-belit."
Muktar Alwi ID,1,2022-09-04 09:14:00,Ampas
Hendy Jho,1,2022-09-04 09:13:50,5 menit setalaah install lgsg saya uninstall. utk app sekelas BUMN sangat parah dalam UI UX. koneksi kenseerver pun sangat parah
Hairry Shaifulla,2,2022-09-04 09:12:05,Please solve all kind failure and complaining regarding this app. Almost two weeks my account pending due to verification issue!! unfortunately the sucker admin only keep silence without any response at all🤔👏
Robby Pratama,1,2022-09-04 08:36:36,Ribet coy
andi setyawan,1,2022-09-04 08:21:33,"Astaghfirullah.. krn terpaksa make ini, 2x daftar, sdh ngisi upload² d tengah² halaman gagal d load, kembali lg 2x, tolong d perbaikin klo emang nyuruh make ini"
Yayan Mulyana,5,2022-09-04 08:19:22,Nice app
Fanny Septiana,1,2022-09-04 08:00:50,Sulit masuk
Doel La Rocha,1,2022-09-04 07:40:37,Very slow
damping walid,1,2022-09-04 07:35:57,Aplikasine iki sido kangge pora ng pom? Lek ora tk uninstal ae
Alicia Rin Machmuda,1,2022-09-04 07:34:18,Habis update malah ga bisa dibuka... capedeee
Jefri Valentino Karibi,1,2022-09-04 07:32:41,Lelet loading content nya
YX Nautilus,1,2022-09-04 07:31:46,Aplikasi paling berguna yang saya pakai.
Eko P Priyono,5,2022-09-04 06:44:47,Well this is cool application to ensure your fuel demand is addresses properly. Appreciate the effort to manage fuel distribution better. Thanks.
prakayasa purwa,1,2022-09-04 06:38:18,mentang2 menuju digital tapi gak semuanya mesti dalam bentuk apps. kalo ada bintang -100 gua kasih.
fathony arief,1,2022-09-04 06:34:30,Hehe
Meisika Jhoni,1,2022-09-04 05:58:04,Failure registration
Jeni Aja,5,2022-09-04 05:49:35,Mudah cepat...
Zam Ghozy,1,2022-09-04 05:13:26,Ribet
Devan Danendra,1,2022-09-04 04:07:19,KONTOLL!!!
mchoirulanammm EXP,1,2022-09-04 00:21:50,mempersulit
Anime Plugin,1,2022-09-03 23:06:09,"Apa boleh ngomong ""Anji**""?"
Hadrianus Sugiono,1,2022-09-03 22:52:03,"Can't even register. When register, notification told me that my number has been registered. When login and forget password, notification told me not yet registered. Kckckck shame on you"
putu arriv,1,2022-09-03 21:40:03,Metode pembayaran sangat tendensius ke salah satu penyedia. Aplikasi tidak user friendly.
Rene Ugroseno,1,2022-09-03 20:42:25,aplikasi menyusahkan
1stprime Mogame,1,2022-09-03 20:31:56,app tlol
Purwanto,1,2022-09-03 19:45:01,"Aplikasi pembocor data pribadi ni,"
ZF ZR,1,2022-09-03 18:37:31,hadeh
Ima Wirawan,5,2022-09-03 18:30:53,Good
Ridho Justicia Simatupang,1,2022-09-03 18:05:54,"i dont know what i say, but this is an app that troubles people, and jikalau saya boleh kutip kata-kata mas petra dari pati ""f*k'ng hel dud"""
Adiyatma Ega,1,2022-09-03 17:33:11,"Saran ae mending jangan pake apk2 gini buat apaa? Mending pake nontunai (emoney, Flazz, tapcash, dkk) malah tidak bahaya, kan saat mengisi bensin bukannya gaboleh make hp sih?? Pakelah semacam emoney, Flazz, tapcash, dkk itu tadi....!"
Wahwe Siwahwe,1,2022-09-03 16:51:37,"Aplikasi monopoli, kita dipaksa pakai linkaja"
syaiful yanuar,1,2022-09-03 16:48:16,Dipaksa
Zulfikar Hanif,1,2022-09-03 16:45:46,"Ada gak sih bintang 0, terlalu bagus bintang 1"
Ronny Indrasmara,1,2022-09-03 16:03:41,Susah
Icha RF,1,2022-09-03 16:03:10,"Poin tiba2 hilang tanpa ada notifikasi... Linkaja jelas2 sudah ter link dgn aplikasi tapi gk bisa dibuat payment... Waste apps banget... Woii tolonglah dbenerin appsnya,, harga bbm kan dah naik nih... Pemasukan kalian jg pasti naik signifikan kan.. Tolonglah danany dipake buat benerin apps ini.. Biar gk jadi junk apps.. Pliiisss..."
prihanto raharjo,1,2022-09-03 16:00:52,Aplikasi mempersulit rakyat
Baka Club,1,2022-09-03 15:49:42,Banyak gaya pemerintah konoha
Christianto Agustinus,1,2022-09-03 15:44:33,"Aplikasi tolol , verifikasi aja lama anjeng"
Me Feb,1,2022-09-03 15:39:26,Kebanyakan aturan
Seno Pamardiyanto,1,2022-09-03 15:35:36,"Saya sudah berhasil mendapatkan QR code. Terima kasih. Pertanyaan saya kenapa setiap akan menampilkan QR code harus selalu log-in ulang, karena disebutkan kurang lebih ""sesi anda sudah habis waktunya, silakan log-in ulang"". Tujuannya apa ya?"
Sinterklass go,1,2022-09-03 15:09:34,"Tidak bisa menampilkan barcode, nomor tidak di temukan"
elkana junior,1,2022-09-03 15:07:43,Blm merasakan manfaat
Aldila Hisyam,2,2022-09-03 14:56:33,"Coba diperbaiki lagi dah, udah ngedaftarin mobil dan data diri, tp malah hilang ga kesimpen di database hadeuh"
Suhada Al Awim,1,2022-09-03 14:53:02,naik jadi 10ribu
Studio Ai,1,2022-09-03 14:52:48,"Banyak terdapat bugs, UI sangat tidak nyaman, fitur ""lupa password"" tidak berfungsi, konfirmasi tidak bisa muncul lewat email yang terdaftar, dan masih banyak fitur lain yang bermasalah"
"Randy ,ST",1,2022-09-03 14:37:50,"Beberapa kali melakukan pembayaran melalui MyPertamina, tapi pointnya tidak masuk"
cagax ponsel,5,2022-09-03 14:31:06,Istimiwir
Fahri Ardian,1,2022-09-03 14:12:04,GOBLOKKK
Fahri bob,1,2022-09-03 13:45:18,Hard to register vehicle
DIAH AGUSTINA,5,2022-09-03 13:41:46,Semoga semakin tepat sasaran dan terima kasih untuk kemudahan
David Sidarta,1,2022-09-03 13:38:27,"Nyuruh2 beli bensin harus pake aplikasi buat dapet subsidi, tapi giliran mau daftarin mobil plat kuning (angkutan umum) ga bisa, ga ada pilihan plat kuning nya, admin sosmed nya juga di hubungi ga bales2, ini nih yang jadi cerminan kalo bangsa kita pengen keliatan canggih/keren tapi infrastruktur dan fasilitas nya belum siap. Lagian untuk angkutan umum ber plat kuning harusnya ga perlu daftar juga sudah kelihatan dari bentuk sama warna platnya kalo itu mobil angkutan umum. Dasar payah."
Margaretha Jane,5,2022-09-03 13:37:18,Ok
Adrian Pratama,1,2022-09-03 13:23:17,ribet.. sering gagal login tapi maksa dipake
aluh kaciput,1,2022-09-03 13:13:36,Selama pembeli yg pake jerigen sma mobil diutamakan mah... Masih bintang 1
Arif Sabta Aji,1,2022-09-03 12:34:27,Try again many times for registrating new account for tepat subsidi. It didn't work. 🤷
Dhanang Wibowo,5,2022-09-03 12:30:29,Sedekah bintang ah.. Kasihan banyak yg spam bintang 1. 😂
Nano Setiana,1,2022-09-03 12:24:33,Verifikasinya lama bener. Bukannya memudahkan malah menyukitkan 👎
aditya hiromiega,1,2022-09-03 12:22:32,Banyak peraturan yang menyulitkan rakyat
Jihan Wardani,1,2022-09-03 12:01:10,Not ready yet
Syam Bagaskara,1,2022-09-03 11:50:23,Kebijakan yang kurang tepat
Jonathan octaviano Suwignyo,1,2022-09-03 11:38:34,Susah bet dah pendaftarannya tolong lah ya mau beli bensin ini suaah banget
Bussan An 088a,5,2022-09-03 11:05:21,Nice
W. Prakarso (Andrie),1,2022-09-03 10:54:09,"Daftar aja gak bisa, harusnya pakai otp atau apa ke nomer hp yg didaftarkan. Parah...."
Net Not,1,2022-09-03 10:31:35,"Ga bisa daftar2, payah"
Junaidi Utama,2,2022-09-03 10:21:12,"Mau daftar gak bisa. Diminta pilih ""Jenis Transportasi"" tapi tidak ada pilihannya, kalau mau di Klik ""Selanjutnya"" gak bisa, karena harus pilih dulu Jenis Transportasi-nya 🤦🏽‍♂️ gimana mau daftar, kalau mau daftar aja sulit"
tipstips rumah,1,2022-09-03 09:09:14,Sampahhh
gun arto,5,2022-09-03 07:45:15,Bagus
Syaiful Bahri,1,2022-09-03 07:12:15,unfaedah
Rizki Alfian,1,2022-09-02 23:49:10,"Already register few months ago. Until now, there's no update about my application form"
Rizka Dwitama,1,2022-09-02 23:09:03,"I'm installing this app not because it is good, but because some dumb guys in my government make this trash mandatory to fillup my gas tank"
Gufron Sentiaki,1,2022-09-02 21:54:01,Tidak bisa login
Muhamad Hafiz Fikri,1,2022-09-02 21:39:02,Lama bangt ajg verifikasinya asw
Ahmad Faiz R,1,2022-09-02 21:15:08,"I downloaded to give it 1 star, here you go!"
Zidan Nazih,1,2022-09-02 20:37:03,Sulit menerima SMS verivikasi dan lupa password
Aditya Nabawi,1,2022-09-02 20:31:57,"Ribet kali. semua harus didata, setelah itu data dijual ke black market. dahlah ga ngerti lagi"
tatang valentine tatang,1,2022-09-02 19:40:24,Ruwet...ruwettt...ruwet.....
Nur Hs,3,2022-09-02 19:37:09,Lumayan.. kalau bisa di tambah metode pembayaran ewallet nya.. link aja suka ngaco alias trouble setiap melakukan pembayaran.. jadi lama proses nya..
Singgih Ikhsan19,1,2022-09-02 14:44:57,"Gabisa daftar, mentok dibagian OTP. Nomor udah bener tapi ngga ada sms untuk OTP"
Rudy S,5,2022-09-02 14:12:18,Ok
Joko Prabowo,1,2022-09-02 13:55:53,Rariweuh
raihan,1,2022-09-02 13:28:48,Ikut trend ajh
Wilson ND,1,2022-09-02 12:58:08,"Tried registering 10+ times, can't do it. The registration form always crashes randomly when choosing photos from gallery. The ironic part is that the app already has some fancy animations while the users can't even do the most basic thing in any app: REGISTER. Refueling is important, fix this hot mess before forcing people to use it."
Auto Fun (AutoFun),1,2022-09-02 10:50:10,Rudet beli bensin harus pake bginian..
AgusW Digital,1,2022-09-02 10:19:00,"Seperti biasa, platform buatan pemerintah banyak masalahnya, registrasi subsidi tepat gagal terus sebanyak ratusan Kali sampai bosan mencet hp, kayak kurang kerjaan aja."
Irham Ramdhan,1,2022-09-02 10:18:55,Bumn kaga jelas. Ngaku rugi rugi terus. Potong gaji sana
ricika iwukaska,1,2022-09-02 09:06:17,stupid app
Anteng Jinnahtur,1,2022-09-02 09:00:15,Bad and very very ribet
Fernando Gultom,1,2022-09-02 08:26:32,App response so low. It's just wasting my time
T auri,1,2022-09-02 08:16:28,ISI BENSIN SAJA RIBET.
Farah Arisiani,1,2022-09-02 08:13:40,Susah sekali hanya utk daftar gagal terus entah gmn
tomy luxianto,5,2022-09-02 08:07:02,Oke kontrol bbm bersubsidi
tomek pilsener,1,2022-09-02 07:59:47,Makin ribet
Chandra Chandrov,1,2022-09-02 07:13:39,Useless .. unsimple
swing lyp,5,2022-09-02 07:01:41,Ok
Sigit Herlambang,5,2022-09-02 06:52:24,Gampang dan cepet registrasinya.... mungkin karena bukan peak hour.
Yoga Rahman,1,2022-09-02 05:49:51,"Poor optimization, UI and UX that is not user-friendly, servers that fail to load frequently, top-ups are limited and difficult to do and many other issues... This app is more suitable for millennials and not for less tech-savvy parents."
Muhammad Sukran,1,2022-09-02 05:41:10,Annoyed
Rendy Cahyo S,1,2022-09-02 04:34:43,sering eror tidak bisa login
Fauzan Akbar,1,2022-09-02 01:14:19,"buset gimana orang mau migrasi isi bensin digital, wong perihal otp aja gamasuk masuk wkwk."
Iqbal Syihab,1,2022-09-01 23:08:39,can't register
Triss Noe,2,2022-09-01 22:38:30,"Tambah dong sistim pembayarannya, jangan cuma make ""link aja"" , tambahin GOPAY dan yg lainnya, saya cuma pakai GOPAY , repot kalau mau register yg lain"
Satria Cahya,1,2022-09-01 22:19:34,useless
Alifa Shidqiyah Nasution,1,2022-09-01 22:11:40,"Ngaco x kalian, mau login aja susahnya minta ampunn.."
Prita Devi Widiyani,1,2022-09-01 20:56:50,Mau daftar subsidi susah. Bru registrasi NIK sudah terdaftar. Mau login NIK tidak ditemukan. Kan bangke
ferryco laventosa,1,2022-09-01 20:14:56,"Sudah daftar dan input data yg diminta, sudah terkonfirmasi sebagai penerima Subsidi, tapi tetap tidak bisa pakai QR yg muncul di 3 Pom bensin!?"
Aldo Sutanto,2,2022-09-01 19:58:30,"Sorry aja nih ya. Agak ribet kalo make aplikasi ini, apalagi buat yang usaha kecil/makro. Solar susah, tambah wajib pake aplikasi... Duh pusing, Pak😓"
Edward Wisnu,1,2022-09-01 19:52:37,"Worst app in the world... many times apply with true pict and data but still got the blues... niat hati mau tertib data, 5x ngisi kagak ada yg beres..."
dickyprada,1,2022-09-01 18:59:32,"Aplikasi pembodohan rakyat. Daftar nyoba puluhan kali tetep gak bisa. Biar beli pertamax terus tuh tujuannya pertamina, mending hapus aja pertalite."
Hans Ekaputra,1,2022-09-01 18:57:54,"Akhirnya kembali ke moto negara, kalau bisa dipersulit kenapa dipermudah?"
romzul_f,1,2022-09-01 18:44:30,Gk pnya akun link aja. Cma pnya shopeepay dana. Gk pnya akun mbanking. Susah bayar.
Farhan,1,2022-09-01 17:40:08,Sangat tidak ramah
yolanda senjaya,1,2022-09-01 17:22:44,data crush mau masukin plat eror kemarin sudah ada barcode hari ini mau isi bahan bakar barcode sama data mobil hilang.
biantoro bi,1,2022-09-01 16:56:09,Useles apps
bropaang,1,2022-09-01 15:35:12,"bad apps, bad service, bad update, bad server, all the things are worst"
Fajar AD,1,2022-09-01 15:22:53,APK Busuk...mending ga ush Di install.
Hendri Nazwar,1,2022-09-01 15:20:59,Bagaimana yang tidak punya mobil dan hanya rental ? Apa yang mau didaftarkan ? Mempersulit kehidupan orang sulit.
Ferry Ferrari,1,2022-09-01 15:08:32,Ribet
Eskasatri,2,2022-09-01 14:58:33,Ga bisa nambah & edit armada di menu daftar & transaksi
Antonio Christ,1,2022-09-01 14:56:33,"Harus download link aja, Ngantri jadi lama, Memori hp penuh, nyedot data banyak. Maunya apa suruh orang pasang app ini."
Tan Ka Tjie,1,2022-09-01 14:03:46,"Coba test subsidi my pertamina, herannya NIK saya kok bisa dipakai orang lain dan tidak ada solusi...reset nya kl dikirim ke email orang pencatut data NIk ya itu sama saja percuma...artinya ada celah penyalahgunaan data...ini jelas problem serius...bgmn jika org yg benar benar perlu NIK nya dipakai orang dan dia tidak bisa beli pertalite .. tolong pertamina bagaimana menyelesaikan masalah spt ini."
Andi Cp,1,2022-09-01 13:38:03,Error terus.
Dian Nugraha,1,2022-09-01 13:23:23,"Can I give 0 star for this app? The only button that can't be access is ""Masuk/Login"" button"
Hendriks Kosasih,1,2022-09-01 13:18:12,"Berulang kali coba registrasi error. Berulang ya Ratingnya mo bikin rekor. Buat yg niat daftar, mending mampir di pom yg ada petugasnya, ambil link QR disitu, coba, pasti nyambung. Patut disinyalir,,,,,"
Muchtar Suchiar,5,2022-09-01 13:17:12,Terimakasih...
maximus Darmawan,1,2022-09-01 13:15:58,Unstable apps
Alfian B. Yudhianto,1,2022-09-01 13:11:29,Bad
Dwinanto Limijaya,1,2022-09-01 12:57:18,"Daftar kendaraan sulit sekali, coba beberapa kali daftar selalu balik ke home, utamanya saat pilih gambar yang membuat harus isi ulang kembali datanya, ntah apa kerja bagian QC software ini padahal akan digunakan satu Indonesia"
Rayza Theo,5,2022-09-01 12:45:29,"Di luar daftar subsidi tepat, aplikasinya sudah bagus.. Saran mohon tambahkan lebih banyak opsi pembayaran.. juga apabila bisa tambahkan fitur untuk mengetahui harga BBM terupdate per hari.."
djala patra,5,2022-09-01 12:29:29,good
Februari Dua tujuh,1,2022-09-01 12:20:28,Nyusahin
Dio Diko,1,2022-09-01 11:36:45,Aplikasi tidak responsive
Rizal Setiawan,1,2022-09-01 11:04:49,Sangat tidak efektif
Rakhmat Setiyoko,1,2022-09-01 10:32:24,"Tidak baik auto maupun manual tdk sinkron dengan data yg sudah di uplod via web pertamina, meski data sudah sama termasuk nik, no hp, data kendaraan dan email.."
Cosby Andryan,1,2022-09-01 09:54:57,"Menyusahkan aja , nanti kebakaran pom gara2 main hp bru nyalahin org."
Yudha Pratama,5,2022-09-01 09:51:46,Aplikasi mudah d gunakan
wooby packer,1,2022-09-01 09:41:44,Bolak balik ke halaman awal pdhl dah ngisi Hal terakhir keren pk banget aplikasinya
Yoga Tinulada,1,2022-09-01 09:10:26,"USER INTERFACE RIBET, MASA FORM UBAH DATA DI HP DAN PC BISA BEDA, MAU TAMBAH MOBIL HARUS NGEDIT SEMUA DATA, YA KALO PRIBADI, KALAU EKSPEDISI YANG MOBILNYA BANYAK?? MIKIR DONG, FORM GONTA GANTI GAJELAS, NYUSAHIN RAKYAT KALO GINI MAH, PROGRAM TITIPAN NYUSAHIN"
Ganjar Heru Purnomo,2,2022-09-01 09:06:53,Sudah registrasi lama tapi blm terverifikasi dan blm dapat qr code...
Andi Yhudo,5,2022-09-01 09:01:44,"Pengalaman mendaftar program subsidi tepat cukup mudah, hanya waktu tunggu proses verifikasi yang cukup lama namun masih dalam rentang 14 hari kerja. Secara umum aplikasinya bagus dan mudah."
M. Joanda Darmawan,1,2022-09-01 08:52:35,Ngapa reset harus gunain email. Lebih baik menggunakan sms dari no telepon. Kita g tau hasil dari pendaftaran kemaren email ortu saya juga ga pernah di buka terus di daftarkan saja kemaren oleh operator tanpa verifikasi. Disini agak sulit karena plat nomor cuman bisa daftar di satu akun. Sudah lah sandi email terbengkalai begini kan susah jadinya
Joseph Prasetyo,1,2022-09-01 08:50:45,"apasih gajelas isi bensin aja harus pake ginian, negara makin la makin nyusahin rakyaat aja"
diemon stark,1,2022-09-01 08:20:57,Tidak berguna
Dian Indriani,1,2022-09-01 08:13:59,"Bad apps, not usable. Trying so many times to registered and failed. Before pertamina forced to citizen use think this apps, you must think this is usable or not. Really bad!! 👎"
Prawira Hutapea,1,2022-09-01 08:12:10,Sampah
BamS BambanG,2,2022-09-01 07:42:05,"Tdk.ada manfaat. Saya tunggu dl sblm uninstall, apa ada maslahat utk rakyat. Sy beli bbm jg bkn subsidi."
el hamzah 22,1,2022-09-01 07:23:21,Bad
Bhayu PiJar,1,2022-09-01 07:12:31,Lahh...
Wahyudi Pratama Suta,1,2022-09-01 07:04:10,Tidak dapat diakses
Devan Christiawan (KoecingHietam),1,2022-09-01 06:58:23,Cie yang aplikasinya dibanyak orang karena terpaksa
Andre Arv,1,2022-09-01 06:36:08,"Aplikasi sampah, gak bisa digunakan login"
Ngatinem,1,2022-09-01 06:33:56,BUAT SUSAH MASYARAKAT. KON...!
Rio Fransetyadi,1,2022-09-01 06:29:15,"Apps is unuseless, cant add new vehicle"
Imam Yunanda,1,2022-09-01 06:13:45,"Aplikasi sampah dari perusahaan sampah, yang rugi triliunan tapi pejabat sampai pagaeainya hidup dengan gaji yg besar kaya gak punya otak!!!!"
lovely sunoo,3,2022-09-01 05:52:47,"gabisa daftar subsidi tepat, katanya gangguan jaringan terus udah 3 hari padahal jaringan saya selalu stabil"
Noery Mutiarahim 2,1,2022-09-01 01:24:21,Stupid application!
Luky,1,2022-09-01 00:56:39,Tidak bs didownload aplikasinya (pending)
Ojan Gaming,1,2022-09-01 00:29:17,Ruwed wa
Arfini Dewanty,1,2022-09-01 00:19:22,Gak bisa daftar. Kode OTP gak masuk di sms. Sudah lama isunya tidak ada perubahan juga
I. A.S.,5,2022-09-01 00:02:23,Ok
